index,value,kor,English,Japanese,ChineseSimplified,ChineseTraditional,Russian,French,Spanish,Vietnamese
42,0,검기(화염) - 화상(치명),Sword Energy (Flame) - Burn (Critical),剣のエネルギー（炎） - 燃焼（クリティカル）,剑气（火焰）- 燃烧（暴击）,劍氣（火焰）- 燃燒（暴擊）,Энергия меча (Пламя) - Ожог (Критический урон),Énergie de l'épée (Flamme) - Brûlure (Critique),Energía de espada (Llama) - Quemadura (Crítica),Năng lượng kiếm (Ngọn lửa) - Thiêu đốt (Chí mạng)
43,0,검기(번개) - 체인기능,Sword Energy (Lightning) - Chain Function,剣のエネルギー（雷） - 連鎖機能,剑气（雷电）- 连锁功能,劍氣（雷電）- 連鎖功能,Энергия меча (молния) - Цепная функция,Énergie de l'épée (Foudre) - Fonction Chaîne,Energía de espada (rayo) - Función de cadena,Năng lượng kiếm (Sét) - Chức năng chuỗi
44,0,검기(바람) - 토네이도,Sword Energy (Wind) - Tornado,剣のエネルギー（風） - 竜巻,剑气（风）- 龙卷风,劍氣（風）- 龍捲風,Энергия меча (Ветер) - Торнадо,Énergie de l'épée (Vent) - Tornade,Energía de espada (Viento) - Tornado,Năng lượng kiếm (Gió) - Lốc xoáy
45,0,검기(물) - 파도,Black energy (water) - waves,黒いエネルギー（水） - 波,黑色能量（水）——波浪,黑色能量（水）－波浪,Черная энергия (вода) - волны,Énergie noire (eau) - vagues,Energía negra (agua) - olas,Năng lượng đen (nước) - sóng
46,0,동료 공격속도,Ally Attack Speed,味方の攻撃速度,友军攻击速度,友軍攻擊速度,Скорость атаки союзника,Vitesse d'attaque des alliés,Velocidad de ataque de los aliados,Tốc độ tấn công của đồng minh
47,0,동료 공격력,Ally Attack Power,味方の攻撃力,友军攻击力,友軍攻擊力,Сила атаки союзников,Puissance d'attaque des alliés,Poder de ataque aliado,Sức tấn công của đồng minh
48,0,동료 치명타피해,Critical damage to allies,味方への致命的なダメージ,对友军造成致命伤害,對友軍造成致命傷害,Критический ущерб союзникам,Dommages critiques aux alliés,Daños críticos a los aliados,Gây thiệt hại nghiêm trọng cho đồng minh
49,0,적을 죽일때마다 공격력 증가 ,Attack power increases every time you kill an enemy.,敵を倒すたびに攻撃力が上昇します。,每次击杀敌人，攻击力都会提升。,每次擊殺敵人，攻擊力都會提升。,"Сила атаки увеличивается каждый раз, когда вы убиваете врага.",La puissance d'attaque augmente à chaque fois que vous tuez un ennemi.,El poder de ataque aumenta cada vez que eliminas a un enemigo.,Sức tấn công tăng lên mỗi khi bạn tiêu diệt một kẻ địch.
50,0,동료 스킬피해,Ally skill damage,味方のスキルダメージ,友军技能伤害,友軍技能傷害,Урон от навыков союзников,dégâts de compétence alliée,Daño de habilidad de aliado,Sát thương kỹ năng đồng minh
51,0,동료 스킬 발동 확률,Companion Skill Activation Probability,コンパニオンスキル発動確率,伙伴技能激活概率,夥伴技能啟動機率,Вероятность активации навыка компаньона,Probabilité d'activation des compétences du compagnon,Probabilidad de activación de la habilidad del compañero,Xác suất kích hoạt kỹ năng đồng hành
52,0,장비강화,Equipment Enhancement,機器の強化,装备增强,裝備增強,Усовершенствование оборудования,Amélioration des équipements,Mejora de equipos,Nâng cấp trang thiết bị
53,0,동료 보스피해,Companion Boss Damage,コンパニオンのボスダメージ,同伴首领伤害,同儕首領傷害,Урон от босса-компаньона,Dégâts du boss compagnon,Daño del jefe acompañante,Sát thương của Boss Đồng Hành
54,0,치명타 확률,Critical Hit Chance,クリティカルヒット率,暴击几率,暴擊幾率,Шанс критического удара,Chances de coup critique,Probabilidad de golpe crítico,Tỷ lệ chí mạng
55,0,동료 치명타 확률,Companion Critical Hit Chance,コンパニオンのクリティカルヒット率,同伴暴击几率,同儕暴擊幾率,Шанс критического удара компаньона,Chances de coup critique du compagnon,Probabilidad de golpe crítico del compañero,Tỷ lệ chí mạng của đồng đội
56,0,(▲{0}),(▲{0}),（▲{0}）,（▲{0}）,（▲{0}）,(▲{0}),(▲{0}),(▲{0}),(▲{0})
57,0,배치,arrangement,配置,安排,安排,договоренность,arrangement,acuerdo,sắp xếp
58,0,해제,clear,クリア,清除,清除,прозрачный,clair,claro,thông thoáng
59,0,없음,doesn't exist,存在しない,不存在,不存在,не существует,n'existe pas,no existe,không tồn tại
60,0,장착,put,置く,放,放,помещать,mettre,poner,đặt
61,0,루나,Luna,ルナ,露娜,露娜,Луна,Luna,Luna,Mặt trăng
62,0,아리아,Aria,アリア,咏叹调,詠嘆調,Ария,Aria,Aria,Aria
63,0,리나,Lina,リナ,莉娜,莉娜,Лина,Lina,Lina,Lina
64,0,헬렌,Helen,ヘレン,海伦,海倫,Хелен,Hélène,Helen,Helen
65,0,셀리아,Celia,セリア,西莉亚,西莉亞,Селия,Célia,Celia,Celia
66,0,펭,Peng,ペン,彭,彭,Пэн,Peng,Peng,Peng
67,0,시리아,Syria,シリア,叙利亚,敘利亞,Сирия,Syrie,Siria,Syria
68,0,분해,decomposition,分解,分解,分解,разложение,décomposition,descomposición,phân hủy
69,0,강화,enforce,執行する,执行,執行,обеспечить,imposer,hacer cumplir,thực thi
70,0,이하,below,下に,以下,以下,ниже,ci-dessous,abajo,dưới
71,0,까지,until,それまで,直到,直到,до,jusqu'à,hasta,cho đến khi
72,0,재화가 부족합니다.,We are short on goods.,商品が不足しています。,我们物资短缺。,我們物資短缺。,У нас нехватка товаров.,Nous manquons de marchandises.,Tenemos escasez de mercancías.,Chúng tôi đang thiếu hàng hóa.
73,0,성장,growth,成長,生长,生長,рост,croissance,crecimiento,sự phát triển
74,0,가방,bag,バッグ,包,包包,сумка,sac,bolsa,cái túi
75,0,스킬,Skill,スキル,技能,技能,Навык,Compétence,Habilidad,Kỹ năng
76,0,던전,dungeon,ダンジョン,地牢,地城,подземелье,cachot,mazmorra,ngục tối
77,0,도감,Pokedex,ポケモン図鑑,图鉴,圖鑑,Покедекс,Pokédex,Pokédex,Pokedex
78,0,뽑기,Draw,描く,画,畫,Рисовать,Dessiner,Dibujar,Vẽ tranh
79,0,강화,enforce,執行する,执行,執行,обеспечить,imposer,hacer cumplir,thực thi
80,0,마스터리,Mastery,熟練度,精通,精通,Мастерство,Maîtrise,Maestría,Thành thạo
81,0,잠재력,potentiality,潜在力,潜力,潛力,потенциал,potentialité,potencialidad,tiềm năng
82,0,외형,appearance,外観,外貌,外貌,появление,apparence,apariencia,vẻ bề ngoài
83,0,액티브,Active,アクティブ,积极的,積極的,Активный,Actif,Activo,Tích cực
84,0,특성,characteristic,特性,特征,特徵,характерный,caractéristiques,característica,đặc điểm
85,0,점령전,Occupation battle,占領戦,占领战争,佔領戰爭,Битва за оккупацию,Bataille d'occupation,batalla de ocupación,Trận chiến chiếm đóng
86,0,동물,animal,動物,动物,動物,животное,animal,animal,động vật
87,0,좀비,zombi,ゾンビ,僵尸,殭屍,зомби,zombie,zombi,thây ma
88,0,해골,skeleton,スケルトン,骨骼,骨骼,скелет,squelette,esqueleto,bộ xương
89,0,그림자,shadow,影,阴影,陰影,тень,ombre,sombra,bóng tối
90,0,스킬 뽑기,Skill Draw,スキルドロー,技能抽卡,技能抽卡,Умелая игра,Tirage au sort,Dibujo de habilidad,Kỹ năng rút súng
91,0,보석 뽑기,Gem Draw,ジェムドロー,宝石抽奖,寶石抽獎,Рисование драгоценных камней,Tirage de gemmes,Sorteo de gemas,Vẽ Đá Quý
92,0,동료 뽑기,Recruiting companions,仲間を募集する,招募同伴,招募同伴,Вербовка компаньонов,Recrutement de compagnons,Reclutar compañeros,Tuyển dụng đồng đội
93,0,특성 뽑기,Trait Draw,特性ドロー,特性抽取,特性抽取,Рисунок черты,Tirage de traits,Dibujo de rasgos,Rút thăm đặc điểm
94,0,보상,Reward,褒美,报酬,報酬,Награда,Récompense,Premio,Phần thưởng
95,0,장비 교체,Equipment replacement,機器の交換,设备更换,設備更換,Замена оборудования,Remplacement du matériel,Sustitución de equipos,Thay thế thiết bị
96,0,[교체시 기존 장비는 사라집니다.],[The existing equipment will be removed upon replacement.],【既存設備は交換時に撤去されます。】,【现有设备将在更换时拆除。】,【現有設備將在更換時拆除。 】,[Существующее оборудование будет демонтировано при замене.],[L'équipement existant sera retiré lors de son remplacement.],[El equipo existente será retirado al ser reemplazado.],[Thiết bị hiện có sẽ được tháo dỡ khi thay thế.]
97,0,낡은 세트,old set,古いセット,旧套装,舊套裝,старый набор,ancien ensemble,conjunto antiguo,bộ cũ
98,0,가죽 세트,leather set,レザーセット,皮革套装,皮革套裝,кожаный комплект,ensemble en cuir,conjunto de cuero,bộ đồ da
99,0,청동 세트,Bronze set,ブロンズセット,青铜套装,青銅套裝,Бронзовый набор,Ensemble en bronze,Juego de bronce,Bộ đồ đồng
100,0,철 세트,iron set,アイロンセット,铁套装,鐵套裝,набор утюгов,fer à repasser,juego de planchas,bộ sắt
101,0,전사 세트,Warrior Set,戦士セット,战士套装,戰士套裝,Набор воина,Ensemble de guerrier,Conjunto de guerrero,Bộ trang phục chiến binh
102,0,수비 세트,defensive set,守備陣形,防守阵型,防守陣型,защитный комплект,ensemble défensif,conjunto defensivo,thiết lập phòng thủ
103,0,강철 세트,steel set,スチールセット,钢制套装,鋼製套裝,стальной комплект,ensemble en acier,juego de acero,bộ thép
104,0,용병 세트,Mercenary Set,傭兵セット,佣兵套装,傭兵套裝,Набор наёмников,Ensemble de mercenaire,Conjunto de mercenarios,Bộ lính đánh thuê
105,0,기사 세트,Knight set,騎士セット,骑士套装,騎士套裝,Рыцарский набор,Ensemble de chevalier,Conjunto de caballero,Bộ hiệp sĩ
106,0,단단한 세트,Solid set,しっかりとしたセット,实心集,實心集,Твердый набор,Ensemble solide,Conjunto sólido,Bộ chắc chắn
107,0,방호 세트,Protection set,保護セット,保护套装,保護套裝,Защитный комплект,Ensemble de protection,Conjunto de protección,Bộ bảo vệ
108,0,중갑 세트,heavy armor set,重装甲セット,重甲套装,重甲套裝,комплект тяжелой брони,ensemble d'armure lourde,conjunto de armadura pesada,bộ giáp nặng
109,0,명예 세트,Honor Set,栄誉セット,荣誉套装,榮譽套裝,Почетный набор,Ensemble d'honneur,Conjunto de honor,Bộ danh dự
110,0,타오르는 세트,Burning Set,バーニングセット,燃烧套装,燃燒套裝,Набор для сжигания,Ensemble de brûlage,Juego de fuego,Bộ đồ cháy
111,0,얼어붙은 세트,Frozen set,アナと雪の女王セット,冰雪奇缘套装,冰雪奇緣套裝,Холодное сердце,Ensemble Frozen,Set de Frozen,Bộ đồ đông lạnh
112,0,대지의 세트,Set of the Earth,地球のセット,地球集合,地球集合,Сет Земли,Ensemble de la Terre,Conjunto de la Tierra,Bộ Trái Đất
113,0,신속 세트,Quick Set,クイックセット,快速设置,快速設定,Быстрая установка,Réglage rapide,Ajuste rápido,Cài đặt nhanh
114,0,그림자 세트,Shadow set,シャドウセット,阴影集,陰影集,Набор теней,Ensemble d'ombres,Conjunto de sombras,Bộ bóng
115,0,신비한 세트,Mysterious set,謎めいたセット,神秘套装,神秘套裝,Загадочный набор,Ensemble mystérieux,Conjunto misterioso,Bộ bí ẩn
116,0,정령의 세트,Spirit Set,スピリットセット,烈酒套装,烈酒套裝,Набор спиртных напитков,Ensemble d'esprits,Conjunto de espíritus,Bộ Linh hồn
117,0,심연 세트,Abyss Set,アビスセット,深渊套装,深淵套裝,Набор Бездны,Ensemble Abysse,Conjunto Abismo,Bộ Abyss
118,0,백야 세트,White Night Set,ホワイトナイトセット,白夜套装,白夜套裝,Набор «Белая ночь»,Ensemble de nuit blanche,Conjunto Noche Blanca,Bộ phim Đêm Trắng
119,0,붉은달 세트,Red Moon Set,赤い月が沈む,红月集,紅月集,Набор «Красная луна»,Ensemble de lune rouge,Conjunto de Luna Roja,Trăng Đỏ
120,0,검은빛 세트,Black set,ブラックセット,黑色套装,黑色套裝,Черный комплект,Ensemble noir,Conjunto negro,Bộ màu đen
121,0,마력 세트,Magic Power Set,魔法の力セット,魔法力量套装,魔法力量套裝,Набор магической силы,Ensemble de pouvoirs magiques,Conjunto de Poder Mágico,Bộ sức mạnh ma thuật
122,0,전율 세트,Thrill Set,スリルセット,惊险套装,驚險套裝,Набор захватывающих моментов,Ensemble de sensations fortes,Conjunto emocionante,Bộ đồ chơi cảm giác mạnh
123,0,사신 세트,Reaper Set,リーパーセット,死神套装,死神套裝,Набор Жнеца,Ensemble Faucheur,Conjunto de la Parca,Bộ Reaper
124,0,파멸 세트,Ruin Set,遺跡セット,废墟集,廢墟集,Набор руин,Ensemble de ruines,Conjunto de ruinas,Bộ đổ nát
125,0,황금 세트,Golden set,ゴールデンセット,黄金套装,黃金套裝,Золотой комплект,Ensemble doré,Conjunto dorado,Bộ vàng
126,0,불멸 세트,Immortal Set,不滅セット,不朽套装,不朽套裝,Бессмертный набор,Ensemble immortel,Conjunto Inmortal,Bộ Bất Tử
127,0,천둥 세트,Thunder set,雷が鳴る,雷霆,雷霆,Громовой сет,Ensemble de tonnerre,Conjunto de truenos,Sấm sét
128,0,유성 세트,Meteor set,流星セット,流星套装,流星套裝,Набор «Метеор»,Ensemble de météores,Conjunto de meteoritos,Bộ thiên thạch
129,0,타이탄 세트,Titan Set,タイタンセット,泰坦套装,泰坦套裝,Набор Титан,Ensemble Titan,Conjunto Titán,Bộ Titan
130,0,용 세트,Dragon set,ドラゴンセット,龙套装,龍套裝,набор Дракона,Ensemble Dragon,Conjunto de dragón,Bộ rồng
131,0,위대한 세트,Great set,素晴らしいセット,很棒的套装,很棒的套裝,Отличный набор,Superbe ensemble,Gran conjunto,Bộ tuyệt vời!
132,0,절대자 세트,Absolute Set,絶対セット,绝对集,絕對集,Абсолютный набор,Ensemble absolu,Conjunto absoluto,Bộ tuyệt đối
133,0,심판 세트,Referee set,審判が設定,裁判设置,裁判設定,Судья установил,L'arbitre a mis,Árbitro establecido,Trọng tài đã thiết lập
134,0,운명 세트,Destiny Set,デスティニーセット,命运套装,命運套裝,Набор Судьбы,Ensemble Destinée,Conjunto Destino,Bộ Định Mệnh
135,0,창공 세트,Sky Set,スカイセット,天空集,天空集,Небесный набор,Ciel,Conjunto de cielo,Hoàng hôn
136,0,왕의 세트,King's Set,キングズセット,国王套装,國王套裝,Королевский набор,Ensemble du roi,Conjunto del rey,Bộ của Vua
137,0,고대 세트,Ancient Set,古代セット,古代套装,古代套裝,Древний набор,Ensemble ancien,Conjunto antiguo,Bộ cổ đại
138,0,시간 세트,Time set,時刻設定,时间设定,時間設定,Установлено время,Heure fixée,Hora establecida,Thời gian đã đặt
139,0,초월 세트,Transcendence Set,超越セット,超越集,超越集,Набор Трансценденции,Ensemble de transcendance,Conjunto de trascendencia,Bộ sưu tập siêu việt
140,0,혼돈 세트,Chaos Set,カオスセット,混沌套装,混沌套裝,Набор Хаоса,Ensemble du chaos,Conjunto del caos,Bộ hỗn loạn
141,0,성역 세트,Sanctuary Set,サンクチュアリセット,圣所套装,聖所套裝,Набор для святилища,Ensemble Sanctuaire,Conjunto Santuario,Bộ sưu tập Sanctuary
142,0,천상 세트,Heavenly Set,天上のセット,天地,天地,Небесный набор,Ensemble céleste,Conjunto celestial,Thiên đường
143,0,신 세트,New set,新しいセット,新套装,新套裝,Новый набор,Nouvel ensemble,Nuevo conjunto,Bộ mới
144,0,태초 세트,Primordial Set,原始セット,原始套装,原始套裝,Первородный набор,Ensemble primordial,Conjunto primordial,Bộ nguyên thủy
145,0,쿨타임 {0}초,Cooldown {0} seconds,クールダウン{0}秒,冷却时间 {0} 秒,冷卻時間 {0} 秒,Время восстановления: {0} секунд,Délai de récupération {0} secondes,Tiempo de reutilización {0} segundos,Thời gian hồi chiêu {0} giây
146,0,출석체크,Attendance check,出席確認,考勤核查,考勤核查,Проверка посещаемости,Contrôle de présence,Control de asistencia,Kiểm tra điểm danh
147,0,우편,mail,郵便,邮件,郵件,почта,mail,correo,thư
148,0,저장,save,保存,节省,節省,сохранять,sauvegarder,ahorrar,cứu
149,0,공지사항,announcement,発表,公告,公告,объявление,annonce,anuncio,thông báo
150,0,스토어,Store,店,店铺,店鋪,Магазин,Magasin,Almacenar,Cửa hàng
151,0,구매복원,Purchase restoration,購入修復,购买恢复,購買恢復,Реставрация покупки,Restauration de l'achat,Restauración de compra,Khôi phục mua hàng
152,0,문의,inquiry,問い合わせ,询问,詢問,расследование,enquête,consulta,cuộc điều tra
153,0,닉네임변경,Change nickname,ニックネームを変更する,更改昵称,更改暱稱,Изменить никнейм,Changer de surnom,Cambiar apodo,Đổi biệt danh
154,0,알림,alarm,アラーム,警报,警報,тревога,alarme,alarma,báo thức
155,0,효과음,sound effects,効果音,音效,音效,звуковые эффекты,bruitage,efectos sonoros,hiệu ứng âm thanh
156,0,배경음,Background music,BGM,背景音乐,背景音樂,Фоновая музыка,Musique de fond,Música de fondo,Nhạc nền
157,0,화면진동,Screen vibration,画面の振動,屏幕震动,螢幕震動,Вибрация экрана,Vibrations de l'écran,Vibración de la pantalla,Rung màn hình
158,0,절전모드,Power saving mode,省電力モード,省电模式,省電模式,режим энергосбережения,mode économie d'énergie,modo de ahorro de energía,Chế độ tiết kiệm năng lượng
159,0,재생,reproduction,再生,生殖,生殖,воспроизведение,reproduction,reproducción,sinh sản
160,0,강화시 파괴될 위험이 있어 잠금을 해제해주세요.,"There is a risk of destruction during enhancement, so please unlock it.",強化中に破損する恐れがありますので、必ずロックを解除してください。,强化过程中​​存在损坏风险，请解锁。,強化過程中有損壞風險，請解鎖。,"В процессе улучшения существует риск повреждения, поэтому, пожалуйста, разблокируйте его.","Il existe un risque de destruction lors de l'amélioration, veuillez donc la déverrouiller.","Existe riesgo de destrucción durante la mejora, así que desbloquéalo.","Có nguy cơ bị phá hủy trong quá trình nâng cấp, vì vậy vui lòng mở khóa."
161,0,MISS,MISS,逃す,错过,錯過,СКУЧАТЬ,MANQUER,EXTRAÑAR,CÔ
162,0,나이다,Naida,ナイダ,奈达,奈達,Найда,Naida,Naida,Naida
163,0,원더,Wonder,不思議,想知道,想知道,Удивляться,Merveille,Preguntarse,Thắc mắc
164,0,대시,dash,ダッシュ,短跑,短跑,бросаться,tiret,estrellarse,dấu gạch ngang
165,0,철벽,Iron wall,鉄壁,铁墙,鐵牆,Железная стена,Mur de fer,Muro de hierro,Bức tường sắt
166,0,강타,bang,バン,砰,砰,хлопнуть,claquer,estallido,tiếng nổ
167,0,기절,fainting,失神,昏厥,昏厥,обморок,évanouissement,desmayo,ngất xỉu
168,1,<color=yellow>(▲{0}%)</color>,<color=yellow>(▲{0}%)</color>,<color=yellow>(▲{0}%)</color>,<color=yellow>(▲{0}%)</color>,<color=yellow>(▲{0}%)</color>,<color=yellow>(▲{0}%)</color>,<color=yellow>(▲{0}%)</color>,<color=yellow>(▲{0}%)</color>,<color=yellow>(▲{0}%)</color>
169,0,장착중,Installing,インストール中,安装,安裝,Установка,Installation,Instalación,Cài đặt
170,0,미션,Mission,ミッション,使命,使命,Миссия,Mission,Misión,Nhiệm vụ
171,0,스킬 뽑기,Skill Draw,スキルドロー,技能抽卡,技能抽卡,Умелая игра,Tirage au sort,Dibujo de habilidad,Kỹ năng rút súng
172,0,보석 뽑기,Gem Draw,ジェムドロー,宝石抽奖,寶石抽獎,Рисование драгоценных камней,Tirage de gemmes,Sorteo de gemas,Vẽ Đá Quý
173,0,동료 뽑기,Recruiting companions,仲間を募集する,招募同伴,招募同伴,Вербовка компаньонов,Recrutement de compagnons,Reclutar compañeros,Tuyển dụng đồng đội
174,0,특성 뽑기,Trait Draw,特性ドロー,特性抽取,特性抽取,Рисунок черты,Tirage de traits,Dibujo de rasgos,Rút thăm đặc điểm
175,0,제작완료,Production completed,生産完了,生产完成,生產完成,Производство завершено,Production terminée,Producción finalizada,Quá trình sản xuất đã hoàn tất.
176,0,판매,sale,販売,销售,銷售,распродажа,vente,venta,doanh thu
177,0,강화실패,Enhancement failure,機能強化の失敗,增强失败,增強失敗,Неудача при улучшении,Échec de l'amélioration,Fallo de mejora,Thất bại trong việc cải tiến
178,0,강화결과,Reinforcement result,強化結果,强化结果,強化結果,Результат подкрепления,Résultat du renforcement,Resultado del refuerzo,Kết quả củng cố
179,0,전투결과,Battle results,戦闘結果,战斗结果,戰鬥結果,Результаты боя,Résultats de la bataille,Resultados de la batalla,Kết quả trận chiến
180,0,재도전,Retry,リトライ,重试,重試,Повторить попытку,Réessayer,Rever,Thử lại
181,0,다음단계,Next step,次のステップ,下一步,下一步,Следующий шаг,Étape suivante,Siguiente paso,Bước tiếp theo
182,0,합성결과,Synthesis result,合成結果,合成结果,合成結果,Результат синтеза,Résultat de la synthèse,Resultado de la síntesis,Kết quả tổng hợp
183,0,분해결과,Decomposition result,分解結果,分解结果,分解結果,Результат разложения,Résultat de la décomposition,Resultado de la descomposición,Kết quả phân hủy
184,0,우편보상,Mail reward,郵便報酬,邮件奖励,郵件獎勵,Почтовое вознаграждение,Récompense postale,recompensa por correo,Phần thưởng qua thư
185,0,아직 열리지 않았습니다.,It hasn't opened yet.,まだオープンしていません。,它还没开业。,它還還沒開業。,Оно ещё не открылось.,Il n'a pas encore ouvert.,Todavía no ha abierto.,Nó vẫn chưa mở cửa.
186,0,입장 가능,Admission available,入場可能,可入学,可入學,Вход свободный,Admission disponible,Admisión disponible,Có thể vào cửa
187,0,광고 보기,View Ad,広告を見る,查看广告,查看廣告,Посмотреть объявление,Voir l'annonce,Ver anuncio,Xem quảng cáo
188,0,빨강,red,赤,红色的,紅色的,красный,rouge,rojo,màu đỏ
189,0,파랑,blue,青,蓝色的,藍色的,синий,bleu,azul,màu xanh da trời
190,0,하늘,sky,空,天空,天空,небо,ciel,cielo,bầu trời
191,0,노랑,yellow,黄色,黄色的,黃色的,желтый,jaune,amarillo,màu vàng
192,0,초록,abstract,抽象的な,抽象的,抽象的,абстрактный,abstrait,abstracto,tóm tắt
193,0,하얀,white,白,白色的,白色的,белый,blanc,blanco,trắng
194,0,회색,gray,グレー,灰色的,灰色的,серый,gris,gris,xám
